STT,dropoff_longitude,dropoff_latitude,DOcity,DOdistrict
2553,-74.00131,40.73637,New York,West Village
2554,-74.00062,40.75796,New York,Hells Kitchen
2555,-73.9828,40.742,New York,Kips Bay
2556,-73.98803,40.72258,New York,Lower East Side
2557,-74.00636,40.73356,New York,West Village
2558,-73.97212,40.76259,New York,Midtown Center
2559,-74.00218,40.75593,New York,Hells Kitchen
2560,-73.9862,40.74742,New York,Koreatown
2561,-73.97075,40.78592,New York,Upper West Side
2562,-73.99704,40.74243,New York,Chelsea
2563,-73.98552,40.73986,New York,Kips Bay
2564,-73.95246,40.78154,New York,Upper East Side
2565,-73.9943,40.73964,New York,Flatiron District
2566,-73.97846,40.65493,Brooklyn,Windsor Terrace
2567,-73.99744,40.76127,New York,Clinton
2568,-73.9933,40.7549,New York,Garment District
2569,-73.96293,40.76746,New York,Upper East Side
2570,-73.99471,40.75037,New York,Chelsea
2571,-73.97616,40.77609,New York,Lincoln Square
2572,-73.93108,40.68328,Brooklyn,Bedford-Stuyvesant
2573,-73.97304,40.74437,New York,Tudor City
2574,-74.00431,40.7416,New York,Chelsea
2575,-73.92687,40.86143,New York,Washington Heights North
2576,-74.00162,40.76215,New York,Clinton
2577,-73.96291,40.77329,New York,Upper East Side
2578,-73.87762,40.75466,Jackson Heights,Jackson Heights
2579,-73.96179,40.75663,New York,Sutton Place
2580,-73.99871,40.63908,Brooklyn,Borough Park
2581,-73.98699,40.76196,New York,Clinton
2582,-74.00983,40.70763,New York,Financial District
2583,-74.00441,40.73102,New York,West Village
2584,-73.86163,40.76828,Flushing,
2585,-73.9773,40.73376,New York,Stuyvesant Town
2586,-73.94957,40.77661,New York,Yorkville
2587,-73.99873,40.73468,New York,Greenwich Village
2588,-73.98392,40.75242,New York,Midtown South Central
2589,-74.00366,40.72274,New York,Soho
2590,-73.97806,40.7652,New York,Clinton
2591,-73.98705,40.74733,New York,Koreatown
2592,-73.98155,40.74659,New York,Kips Bay
2593,-73.98858,40.7462,New York,Midtown South Central
2594,-73.97512,40.7599,New York,Midtown Center
2595,-73.94837,40.72514,Brooklyn,Greenpoint
2596,-73.95078,40.77482,New York,Yorkville
2597,-74.17728,40.69521,Newark,
2598,-73.77634,40.64566,Jamaica,
2599,-73.96985,40.79042,New York,Upper West Side
2600,-74.00571,40.74844,New York,Chelsea
2601,-73.99201,40.76975,New York,Clinton
2602,-73.99165,40.76785,New York,Clinton
2603,-74.00502,40.73761,New York,West Village
2604,-73.98226,40.76737,New York,Clinton
2605,-73.98736,40.70022,Brooklyn,Downtown Brooklyn
2606,-73.9814,40.78088,New York,Upper West Side
2607,-73.96136,40.7726,New York,Upper East Side
2608,-74.00321,40.73302,New York,West Village
2609,-74.00203,40.72444,New York,Soho
2610,-73.97453,40.7488,New York,Murray Hill
2611,-73.95145,40.76993,New York,Upper East Side
2612,0,0,,
2613,-73.98413,40.75341,New York,Midtown South Central
2614,-73.98347,40.75931,New York,Theater District-Times Square
2615,-73.97438,40.78315,New York,Upper West Side
2616,-74.00974,40.71286,New York,Tribeca
2617,-73.97259,40.74926,New York,Murray Hill
2618,-73.99153,40.74659,New York,Chelsea
2619,-73.97404,40.78816,New York,Upper West Side
2620,-73.99947,40.72686,New York,Greenwich Village
2621,-73.98685,40.73915,New York,Gramercy Park
2622,-73.92817,40.74405,Long Island City,Sunnyside
2623,-73.97906,40.75197,New York,Midtown South Central
2624,-73.97418,40.77886,New York,Upper West Side
2625,-73.9898,40.75196,New York,Garment District
2626,-73.985,40.74046,New York,Kips Bay
2627,-73.98757,40.73276,New York,East Village
2628,-73.96008,40.78219,New York,Upper East Side
2629,-73.97501,40.7508,New York,Murray Hill
2630,-73.96281,40.77057,New York,Upper East Side
2631,-73.98149,40.75349,New York,Midtown South Central
2632,-73.97939,40.76015,New York,Midtown Center
2633,-73.98029,40.77819,New York,Upper West Side
2634,-74.00143,40.7464,New York,Chelsea
2635,-73.86174,40.76845,Flushing,
2636,-73.98141,40.73807,New York,Gramercy Park
2637,-73.95581,40.77229,New York,Upper East Side
2638,-73.97767,40.73545,New York,Stuyvesant Town
2639,-73.95722,40.7831,New York,Upper East Side
2640,-73.95505,40.70733,Brooklyn,Williamsburg
2641,-73.91804,40.70074,Brooklyn,Bushwick
2642,-73.97511,40.73717,New York,Kips Bay
2643,-73.96551,40.77098,New York,Upper East Side
2644,-73.9919,40.74259,New York,Midtown South Central
2645,-73.99,40.73275,New York,Greenwich Village
2646,-73.98615,40.71885,New York,Lower East Side
2647,-73.99357,40.74155,New York,Flatiron District
2648,-73.9837,40.73102,New York,East Village
2649,-73.9757,40.75239,New York,Midtown Center
2650,0,0,,
2651,-73.97825,40.68498,Brooklyn,Boerum Hill
2652,-73.96044,40.77916,New York,Upper East Side
2653,-73.94741,40.8254,New York,Harlem
2654,0,0,,
2655,-73.99667,40.73187,New York,Greenwich Village
2656,-73.97675,40.78341,New York,Upper West Side
2657,0,0,,
2658,-73.84927,40.72244,Forest Hills,Forest Hills
2659,-73.96171,40.7798,New York,Upper East Side
2660,-73.9483,40.80421,New York,Harlem
2661,-73.95936,40.78117,New York,Upper East Side
2662,-73.9815,40.74399,New York,Kips Bay
2663,-73.9866,40.74282,New York,Midtown South Central
2664,-73.99911,40.74241,New York,Chelsea
2665,-73.95513,40.76743,New York,Upper East Side
2666,-73.99661,40.72703,New York,Greenwich Village
2667,-73.94284,40.78751,New York,East Harlem
2668,-73.99188,40.71493,New York,Chinatown
2669,-73.97353,40.76301,New York,Midtown Center
2670,-73.94853,40.7189,Brooklyn,Greenpoint
2671,-73.92841,40.70217,Brooklyn,Bushwick
2672,0,0,,
2673,-73.96483,40.7926,New York,Upper West Side
2674,-73.98259,40.7676,New York,Clinton
2675,-74.00101,40.74544,New York,Chelsea
2676,-73.98852,40.76932,New York,Clinton
2677,-73.96998,40.76137,New York,Midtown Center
2678,-73.99816,40.75507,New York,Hells Kitchen
2679,-73.97823,40.74913,New York,Murray Hill
2680,-73.94718,40.80523,New York,Harlem
2681,-73.99278,40.73016,New York,Greenwich Village
2682,-73.99676,40.73208,New York,Greenwich Village
2683,-74.00609,40.73135,New York,West Village
2684,-74.00924,40.72638,New York,Soho
2685,-73.98399,40.7798,New York,Upper West Side
2686,-73.93935,40.85125,New York,Washington Heights North
2687,-73.94985,40.78105,New York,Yorkville
2688,-73.99817,40.76411,New York,Clinton
2689,-73.96192,40.80054,New York,Upper West Side
2690,-73.9738,40.75352,New York,Midtown Center
2691,-73.97779,40.73412,New York,Stuyvesant Town
2692,-73.98154,40.7438,New York,Kips Bay
2693,-73.97778,40.74936,New York,Murray Hill
2694,-74.00093,40.72928,New York,Greenwich Village
2695,-73.99472,40.74947,New York,Chelsea
2696,-73.96581,40.76027,New York,Turtle Bay
2697,-73.98615,40.73051,New York,East Village
2698,-74.00234,40.75605,New York,Hells Kitchen
2699,-74.01619,40.70597,New York,Financial District
2700,-73.96791,40.76844,New York,Upper East Side
2701,-73.97701,40.7521,New York,Midtown Center
2702,-73.97354,40.74837,New York,Murray Hill
2703,-73.99072,40.74522,New York,Midtown South Central
2704,-73.97027,40.76183,New York,Midtown Center
2705,-73.97893,40.76236,New York,Clinton
2706,-73.95955,40.77139,New York,Upper East Side
2707,-73.98046,40.74327,New York,Kips Bay
2708,-73.97196,40.78646,New York,Upper West Side
2709,-73.99106,40.71793,New York,Lower East Side
2710,-73.95645,40.80226,New York,Harlem
2711,-73.99145,40.75024,New York,Chelsea
2712,-73.98488,40.74298,New York,Midtown South Central
2713,-73.97184,40.79743,New York,Upper West Side
2714,-73.88598,40.74291,Elmhurst,Elmhurst
2715,-73.98776,40.69069,Brooklyn,Downtown Brooklyn
2716,-74.0074,40.74106,New York,Meatpacking District
2717,-73.98039,40.76237,New York,Clinton
2718,-73.9359,40.81211,New York,East Harlem
2719,-73.97389,40.78974,New York,Upper West Side
2720,-73.94639,40.77265,New York,Yorkville
2721,-74.01125,40.71087,New York,Financial District
2722,-73.9925,40.72489,New York,Noho
2723,0,0,,
2724,-73.98235,40.77461,New York,Lincoln Square
2725,-73.98807,40.74777,New York,Koreatown
2726,-73.98891,40.75848,New York,Clinton
2727,-73.98312,40.75594,New York,Midtown Center
2728,-73.79049,40.64672,Jamaica,
2729,-73.98566,40.73999,New York,Kips Bay
2730,-73.96481,40.75931,New York,Turtle Bay
2731,-74.00286,40.72345,New York,Soho
2732,-73.95619,40.78308,New York,Upper East Side
2733,-73.9934,40.75171,New York,Chelsea
2734,-73.98932,40.73168,New York,Greenwich Village
2735,-73.98438,40.72056,New York,Lower East Side
2736,-73.99362,40.71874,New York,Lower East Side
2737,-73.99823,40.72266,New York,Soho
2738,-73.97839,40.76645,New York,Clinton
2739,-73.92561,40.81342,Bronx,Mott Haven
2740,-73.9898,40.70243,Brooklyn,Dumbo
2741,-74.00386,40.7307,New York,West Village
2742,-74.00299,40.74943,New York,Chelsea
2743,-74.0015,40.73937,New York,Chelsea
2744,-73.9797,40.75646,New York,Midtown Center
2745,-73.99043,40.75754,New York,Clinton
2746,-73.98198,40.76268,New York,Theater District-Times Square
2747,-73.97837,40.7527,New York,Midtown Center
2748,-74.00454,40.74213,New York,Chelsea
2749,-73.91196,40.77504,Astoria,Ditmars Steinway
2750,-73.99175,40.7398,New York,Flatiron District
2751,-73.93565,40.75722,Long Island City,Astoria
2752,-73.97424,40.78316,New York,Upper West Side
2753,-73.98062,40.75099,New York,Midtown South Central
2754,-73.97692,40.74756,New York,Murray Hill
2755,-73.96336,40.69367,Brooklyn,Clinton Hill
2756,-73.97269,40.79266,New York,Upper West Side
2757,-73.98678,40.76476,New York,Clinton
2758,-73.96343,40.77429,New York,Upper East Side
2759,-74.00391,40.70748,New York,Financial District
2760,-73.9802,40.77792,New York,Lincoln Square
2761,-74.00149,40.7244,New York,Soho
2762,-73.94391,40.72203,Brooklyn,Greenpoint
2763,-73.98252,40.76512,New York,Clinton
2764,-73.97814,40.77308,New York,Central Park
2765,-73.96915,40.78947,New York,Upper West Side
2766,-73.99372,40.76695,New York,Clinton
2767,-73.88597,40.76896,Flushing,
2768,-73.94665,40.78077,New York,Yorkville
2769,-73.96625,40.804,New York,Morningside Heights
2770,-73.97713,40.78478,New York,Upper West Side
2771,-73.9952,40.73396,New York,Greenwich Village
2772,-73.86496,40.77048,Flushing,
2773,-73.9458,40.77767,New York,Yorkville
2774,-73.97132,40.80079,New York,Upper West Side
2775,-73.99374,40.71163,New York,Two Bridges
2776,-73.95435,40.77221,New York,Upper East Side
2777,-73.94437,40.78366,New York,East Harlem
2778,-73.97713,40.76602,New York,Clinton
2779,-73.98293,40.76468,New York,Clinton
2780,-73.97296,40.78029,New York,Central Park
2781,-73.86497,40.77042,Flushing,
2782,-73.95576,40.7805,New York,Upper East Side
2783,-73.98797,40.76239,New York,Clinton
2784,-73.99008,40.77184,New York,Lincoln Square
2785,-73.98789,40.74936,New York,Koreatown
2786,0,0,,
2787,-73.98386,40.7437,New York,Midtown South Central
2788,-73.98061,40.76469,New York,Clinton
2789,-73.963,40.75814,New York,Sutton Place
2790,-73.99333,40.7484,New York,Chelsea
2791,-74.00187,40.74919,New York,Chelsea
2792,-73.99468,40.74112,New York,Chelsea
2793,-73.97824,40.72922,New York,East Village
2794,-73.99546,40.68328,Brooklyn,Carroll Gardens
2795,-73.95088,40.77455,New York,Yorkville
2796,-73.99014,40.75133,New York,Garment District
2797,-73.94072,40.79825,New York,East Harlem
2798,-73.91005,40.75323,Woodside,Woodside
2799,-73.97522,40.75565,New York,Midtown Center
2800,-73.98279,40.67651,Brooklyn,Park Slope
2801,-73.91235,40.76858,Astoria,Astoria
2802,-73.94206,40.78668,New York,East Harlem
2803,-73.99228,40.74916,New York,Chelsea
2804,-73.87056,40.77385,Flushing,East Elmhurst
2805,-73.98432,40.75947,New York,Theater District-Times Square
2806,-73.96048,40.77563,New York,Upper East Side
2807,-73.98057,40.76399,New York,Clinton
2808,-73.96434,40.71267,Brooklyn,Williamsburg
2809,-73.98387,40.74073,New York,Kips Bay
2810,-74.00753,40.74086,New York,Meatpacking District
2811,-73.9834,40.76452,New York,Clinton
2812,-74.01077,40.71751,New York,Tribeca
2813,-73.99094,40.71334,New York,Chinatown
2814,-74.00722,40.70922,New York,Financial District
2815,-73.95129,40.77432,New York,Yorkville
2816,-73.9582,40.72183,Brooklyn,Greenpoint
2817,-73.91337,40.84473,Bronx,Mount Hope
2818,-73.95054,40.79321,New York,East Harlem
2819,-73.957,40.77514,New York,Upper East Side
2820,-73.99055,40.76651,New York,Clinton
2821,-73.99476,40.76062,New York,Clinton
2822,-73.9516,40.7907,New York,East Harlem
2823,-73.96943,40.76673,New York,Upper East Side
2824,-73.99478,40.76042,New York,Clinton
2825,-73.95543,40.76863,New York,Upper East Side
2826,-73.99104,40.70154,Brooklyn,
2827,-73.95846,40.77805,New York,Upper East Side
2828,-73.79086,40.71889,Jamaica,Jamaica Estates
2829,-73.99898,40.75465,New York,Hells Kitchen
2830,-73.98879,40.72749,New York,East Village
2831,-73.98478,40.76421,New York,Clinton
2832,-74.00584,40.74848,New York,Chelsea
2833,-73.98983,40.73992,New York,Flatiron District
2834,-73.98958,40.72608,New York,East Village
2835,-73.97981,40.74345,New York,Kips Bay
2836,-73.97585,40.75507,New York,Midtown Center
2837,-73.99735,40.73418,New York,Greenwich Village
2838,-73.99439,40.71718,New York,Chinatown
2839,-73.98077,40.76975,New York,Lincoln Square
2840,-73.98674,40.75107,New York,Garment District
2841,-73.96658,40.80431,New York,Morningside Heights
2842,-73.90366,40.74566,Woodside,Woodside
2843,-73.99122,40.75025,New York,Chelsea
2844,-74.04047,40.73583,Jersey City,The Waterfront
2845,-73.98223,40.76465,New York,Clinton
2846,-73.97342,40.76496,New York,Central Park
2847,-74.01153,40.67244,Brooklyn,Red Hook
2848,-73.96624,40.76216,New York,Upper East Side
2849,-73.9916,40.75062,New York,Chelsea
2850,-73.98192,40.76762,New York,Clinton
2851,-73.98306,40.76701,New York,Clinton
2852,-73.9732,40.74841,New York,Murray Hill
2853,-73.99004,40.74328,New York,Midtown South Central
2854,-73.99561,40.75441,New York,Garment District
2855,-73.96361,40.76187,New York,Upper East Side
2856,-73.973,40.76432,New York,Upper East Side
2857,-73.97904,40.76408,New York,Clinton
2858,-73.99844,40.7089,New York,Two Bridges
2859,-73.97366,40.7488,New York,Murray Hill
2860,-73.96992,40.76463,New York,Upper East Side
2861,-73.98387,40.76183,New York,Theater District-Times Square
2862,-73.98381,40.76522,New York,Clinton
2863,-73.98598,40.7228,New York,East Village
2864,-73.98438,40.73732,New York,Gramercy Park
2865,-73.95988,40.77637,New York,Upper East Side
2866,-73.88686,40.75332,Jackson Heights,Jackson Heights
2867,-74.01124,40.71492,New York,Tribeca
2868,-74.00498,40.72989,New York,West Village
2869,-74.00783,40.72958,New York,West Village
2870,-73.94076,40.75587,Long Island City,Long Island City
2871,-73.98171,40.76891,New York,Lincoln Square
2872,-73.94625,40.7791,New York,Yorkville
2873,-73.97651,40.75497,New York,Midtown Center
2874,0,0,,
2875,-73.95389,40.78477,New York,Upper East Side
2876,0,0,,
2877,-73.96553,40.79295,New York,Upper West Side
2878,-73.96074,40.76548,New York,Upper East Side
2879,-73.99474,40.76038,New York,Clinton
2880,0,0,,
2881,-73.98311,40.78175,New York,Upper West Side
2882,-73.9881,40.73786,New York,Gramercy Park
2883,-74.00843,40.74747,New York,Chelsea
2884,-73.99386,40.7226,New York,Nolita
2885,-74.01114,40.72919,New York,Soho
2886,-73.97829,40.76238,New York,Midtown Center
2887,-73.89643,40.74606,Woodside,Woodside
2888,-73.98065,40.73061,New York,Stuyvesant Town
2889,-73.99945,40.72418,New York,Soho
2890,-73.99583,40.76918,New York,Clinton
2891,0,0,,
2892,-73.99142,40.74985,New York,Chelsea
2893,-73.98689,40.72111,New York,Lower East Side
2894,-73.9856,40.75766,New York,Theater District-Times Square
2895,-74.00469,40.73426,New York,West Village
2896,-73.9805,40.75935,New York,Midtown Center
2897,-73.96461,40.76148,New York,Upper East Side
2898,-73.98077,40.72991,New York,East Village
2899,-73.99604,40.64561,Brooklyn,Sunset Park
2900,-73.98804,40.76235,New York,Clinton
2901,-74.00398,40.74445,New York,Chelsea
2902,-73.9447,40.77666,New York,Yorkville
2903,-73.99372,40.7356,New York,Greenwich Village
2904,-73.96347,40.76434,New York,Upper East Side
2905,-73.92235,40.76303,Astoria,Astoria
2906,-73.96906,40.76258,New York,Midtown Center
2907,-73.95003,40.77471,New York,Yorkville
2908,-73.94812,40.77854,New York,Yorkville
2909,-73.84678,40.72738,Forest Hills,Forest Hills
2910,-73.98955,40.72606,New York,East Village
2911,-73.96506,40.7636,New York,Upper East Side
2912,-73.99694,40.75044,New York,Chelsea
2913,-73.98055,40.76087,New York,Theater District-Times Square
2914,-73.98607,40.76215,New York,Theater District-Times Square
2915,-74.00931,40.71528,New York,Tribeca
2916,-73.99627,40.73839,New York,Chelsea
2917,-73.9953,40.76514,New York,Clinton
2918,-73.99428,40.75425,New York,Garment District
2919,-73.97483,40.78312,New York,Upper West Side
2920,-73.95651,40.77809,New York,Upper East Side
2921,0,0,,
2922,-73.99151,40.75395,New York,Garment District
2923,-73.9727,40.78664,New York,Upper West Side
2924,-73.96349,40.75529,New York,Sutton Place
2925,-73.97611,40.65201,Brooklyn,Windsor Terrace
2926,-73.98848,40.75896,New York,Theater District-Times Square
2927,-73.96206,40.81034,New York,Morningside Heights
2928,-73.95981,40.77124,New York,Upper East Side
2929,-73.9801,40.78122,New York,Upper West Side
